gold_id,gold_question,best_rank
1839,What's the result of the mayoral election of Chicago in 1844?,39
8466,In what years was the member of the Legislative Assembly representing Chapra affiliated to the Communist Party of India?,2
13802,What are Hayle Ibrahimov's major achievements?,1
10794,What was the difference in engine displacement of the 222 E model compared to the Biturbo?,1
8053,What was the productivity of Carrion like when he worked with Pale in 1990-1991?,5
455,What was Ivory Williams' personal best?,420
7804,"What roles and in which years did Tom Wisdom act as in the productions Coronation Street, Sword of Honour, Suspicion, and Mile High?",1
1503,Is the literacy rate higher for men or women in Daulatpur?,9
2566,How much electricity did Russia use in 2008 compared to the world?,1
9260,Did Deepika Chikhalia play in only one film of a certain language?,8
8100,Who won the the presidential party nominations on the first ballot and with how many votes?,1
20999,What roles did Curtis-Smith play in 2016?,105
12118,Who won the Inspiration Award for Best Documentary in the Lake Arrowhead International Film Festival in 2001?,1
682,What is the Fistful of Gumption (2016) on Reaction Records?,1
701,When and where did Brian Foley finish at second place?,1
7724,Which players did the Port Vale club sell in January 1949?,1
11447,What were Canada and Italy's records in Swimming at the 2000 Summer Olympics?,64
12423,Which years did Liza Hunter-Galvan run in the Olympics and what event did she run?,123
1669,Did Sebastian Svärd make any appearances for Arsenal in the 2002-2003 season?,30
1865,Which league and club was Chikayuki playing for in 1995?,3
2205,What's the two-candidate-preferred result of the election in 2018 Wagga Wagga state by-election?,111
29,Did Megan Fox reprise any role for films in her career?,1
9905,What roles did Meredith Salenger play in 1985?,150
1519,Did Alicia Keys collaborate with Jack White on any songs?,1
20874,How did Marian Sutton perform in competitive marathon running in 1996 and 1997?,10
17101,What did Don Rickles do in Quest for Camelot and Dirty Work?,138
20826,What was the outcome of the 2009 Odisha Legislative Assembly election?,63
2178,When did Manley stay in Brentford and what did he contribute?,64
13739,When and where was the album Amarantine first released?,26
8071,What are James Jett's personal best records in 100 meters and 200 meters?,4
843,Has Madeleine Martin starred in a Web series?,10
12393,How many goals and appearances did Mullins make for West Ham?,44
2210,What appearance did Gail Fisher make on TV in 1968?,2
12740,What was Sara Evan's best single during the year 2003?,447
20750,In what events was Horacio Nava runner up?,146
694,When and where did Crichlow portray the role of Chen Sam?,552
1327,What did McEntire play in 1994?,7
1850,What's the result of the election?,43
2247,What songs did Glassjaw release in 2017?,236
14644,What teams did Curtis play In the 2007–08 season?,12
2010,What did Henry Shields achieve under the Laurence Olivier Award?,90
21015,What roles did Mya-Lecia Naylor play in 2011?,798
9920,What short films has Peyton Kennedy been in?,20
21053,What year did Thomas Hazzard serve as the head  coach at Miami and what record did he compile?,8
10235,Which films did Dan Deublein play as Scott and Ben Swift?,1
42,Which Fischer's song is the most award winning one?,21
20863,What year did Amyra Dastur act in Raju Gadu and also make her debut with Manasuku Nachindi?,49
12224,What Republican defeated Democratic nominee Bruce Sundlun and by what percentage of the votes did they win?,85
9035,How did Van Langen do in the Women's 800 metres compared to the second and the third?,91
21633,Which Democratic or Republican candidates won the presidential election in Nevada and what were there ending popular vote percentages?,3
9859,"What is the gender breakdown of the population of Chak, and how many houses does it have?",25
546,When did Peter Carington serve as the High Commissioner to Australia?,27
11767,What are the  several theatre productions Aylesworth participated in from 1992-1993?,179
21361,When and in which event did Zohri win gold at the World U20 Championships?,1
12369,What was Michael Winterbottom's contribution to the episodes of the mad woman in 1993?,1
10045,Is Wargaming making an Xbox version of World of Tanks?,1
7873,What were the last two roles played by the actress Bianca Kajlich?,154
9885,Which roles did Georgia Chara star in during 2015?,9
9255,What were the top 2 songs in the Eurovision Song Contest 1999?,200
17041,"What was the name, category, year and nominated film for Ekubo's third award?",187
10729,What awards was Robert Redford nominated for in 1994 and for what film?,1
12517,"Who portrayed a role in Kalyana Samayal Saadham (2013), before portraying a guest role in Arima Nambi (2014)?",28
21252,Which of Eddie Vedder's songs was nominated for a Solo award at the 2009 Grammy's and in which category did it earn a nomination?,2
20852,"In 2018, with whom did Britell work with in order to create the title If Beale Street Could Talk?",408
10458,When did Linney play Mary Ann Singelton?,1
7862,What role did Sterling Jerins reprise in any of the film sequence that she starred in?,260
10590,What was the tonnage of ships sunk or damaged by the U-590?,69
8578,What did Roberto Ravaglia do in 1986?,43
10694,What films did Earl Hindman appear in from 1977-1985?,143
9203,Were many applicants admitted to California Polytechnic State University in 2017?,1
21530,"Where was Don't Wake Me Up released on June 22, 2012 and in what formats?",35
12820,How was the performance of Malte Mohr during the 2011's World Championships?,31
21602,"How many 2018 Laurence Olivier Awards was the 2017 London revival production of Follies nominated for, and which awards did the production win?",1
13601,What was the outcome of the 1967 Cambridge by-election for the conservatives?,32
7911,"For what role in Promises, Promises (1968–1972) did Jerry Orbach win the Tony Awards after being nominated for multiple times?",28
10256,Which role did Brooke Lewis reprise?,444
21605,"Who were the top two candidates in the 2006 Alaska Gubernatorial Election, and what percentage of the vote did they each earn, respectively?",91
17570,"What place did Jong Yong-ok get at the 2000 Olympic Games, the 2004 Olympic Games, the 2005 World Championships, and the 2008 Olympic Games?",18
10572,Which of Chatrichalerm Yukol's films were submitted for Best Foreign language film?,1
672,What's Chandini Sreedharan's third movie?,19
17645,What were the parties/candidates and winning vote percentage for the 1850 NJ gubernatorial election?,70
10739,What were Keith Powers' first film and television role in 2017?,114
1901,Who won the 2001 WGC-NEC Invitational?,245
16837,"Who won the 2011 South Kesteven District Council election, and what was the margin?",152
21578,"By what margin of votes  did the BN candidate win the 2007 Ijok by-election, and what was that candidate's name?",379
1735,What was Rebecca Romijn's longest running role?,1
21007,When and in what film did Aditya Roy Kapur appear as a furniture dealer?,25
7813,How many houses are there in Khangah and how much of the population is male and how much is female?,10
9664,Who lives in Nurpur Rajputan?,37
20923,What roles did Leah Gibson star in in 2012?,104
12363,In what years did Sailesh Gulabani star in the episodic roles of Namit and Gautam in Savdhaan India?,85
16619,How did Lee Si-young perform in the 47th Seoul Amateur and the 7th National Amateur Boxing matches in 2011?,1
645,What role did Charles Scorsese appear in Raging Bull?,74
21103,What is the top songs of the Album ancient hearts of 1988?,1
8951,Did Dexter Skeene win in the 1991 Caribbean Cup and what was the result and its opponent?,1
8462,What days did the U-371 attack multiple targets?,63
21237,Which Mel and Kim singles reached the UK Top 10?,23
2597,Which role did Boulter play in 2008?,2235
7757,In what year did Yancy Butler act in the movie Hard Target?,714
7877,Which characters and in what shows did Jack Hawkins play in in 2016?,15
1909,What team and league did Guillaume Desbiens appear in the 2005-06 season?,1
9528,What were Clinton Portis' best times?,1896
8969,What roles did Gale play from 2014 to 2015?,382
21288,What Academy Awards nomination did Geena Davis receive for which 1991 film she acted in?,4
1973,What's the result of the election?,75
401,What role did Arturo Castro play in Narcos?,1
2219,How many votes did each candidates obtain and who won the election?,32
12111,"What team did Martín Michel play for in the 2013-2014 season, and what division was that team in?",13
14760,"What was Chand's best 200 m time in 2013, and in what competition did it occur?",164
229,What films did Jason Sudeikis appear in 2017?,538
10779,How many times has Marsha Mason been nominated for the Academy Award for Best Actress and for what films?,2
934,Which roles did Stephen Rider play in 2013?,236
10032,"After Roof Butte, Peak 9778, and Peak 9566, what are the next three highest peaks in the Chuska Mountains?",1
12366,What was the history of C. M. Newton as the head coach?,155
21503,"What were Harry Lloyd's roles in the TV shows Robin Hood, Doctor Who, and Game of Thrones?",88
791,Who did Dotrice play in She Fell Among Thieves?,73
394,What movies did Rachel Ticotin play in the 80s?,173
10553,Which Arthur season sets were released in Region 1?,1
7893,"Were Lego Dragon Masters sets released in 1994, and if so, which ones?",3
1361,What is the vote number distribution in the 2004 Civic Democratic Party leadership election?,155
8015,What characters did Ashley Laurence portray in the films A Murder of Crows and Warlock III: The End of Innocence?,159
538,What role did Margaret Avery play in 1985?,896
2215,"What awards did ""Holla at Your Boy"" win?",78
437,What did Caroline Goodall play in 2015?,582
10305,What were year Aro’s debut and first title?,303
20869,"'What years did Ariel win the Teen Choice Award for ""Choice Muser""?",1
703,Who and when did Chambers play in the Martin Chuzzlewit?,113
1595,"What Shooto events were held before February 1, 2009?",5
17370,When did a Broadway revival open and which categories has it won awards for?,2
11560,How successful was AIK Handboll in 1951 and 1952?,30
1888,Was Kiyomitsu Kobari playing for Vegalta Sendai club in 2008?,1
14240,How many constituencies were included in the Bihar legislative assembly election in 2010 and how many phases are there?,1
9326,When did Yvette Wilson have the role of Moesha?,1
241,How did Australia do in 2000 Olympics Women's 4 x 100 meter swimming relay final?,60
14786,What team and division was Sam Allardyce associated with in 1977-78?,29
1011,When was Lauren Fleshman's personal best in the marathon achieved?,1
17085,What teams and leagues did Engelland play for in 2003-04?,5
12083,"What teams did Rejean Stringer play for in the 1999-2000 season, and what conferences were they in?",35
9262,How many times did Chris Hemsworth reprise the role of Thor?,35
11381,Which TV shows did Fred Parker Jr. act in 2010?,31
21110,What did Menswear release in 1996?,24
11856,Which tournaments did Gene Fisher win in 1993 and 1980 and what was the prize money he won in each?,1
21671,Which Democratic nominee defeated which opposition with 46.13% of the vote?,199
9870,When has Roberto Tola been nominated for the Hollywood Music in Media Awards?,34
10203,Which 1970 films did Neil Nephew appear in?,1
21294,"In the 2015 Tour De France, where and when did the course start and end, and how long was the course in terms of total distance and total stages?",14
7706,How many times has Ekaterina Bushueva won the Women's World Draughts-64 Championship?,1
10728,"Who did Elisa Donovan play on Beverly Hills, 90210 and on Sabrina, the Teenage Witch?",564
21432,Which club and league did Michel Platini play for in the 1984-85 season?,234
17170,What roles did Pierre Fresnay play in 1932 and 1936?,13
8284,How many times did Yelena Isinbayeva raise her world inner mark and did she clear those heights?,32
8477,"How long was Adonis' reign as longest-running show, and when was it's streak beaten?",37
10419,Which awards did Troian Bellisario win in 2010?,1
11629,What albums did Zero release in 2002 and 2005?,1
17528,How many appearances and goals did Martin Rowlands make from 1998- 2003 with Brentford?,3
7788,What are some works that Kaya Scodelario appeared in?,457
731,When did Jeff Andretti place seventh?,26
11281,What roles did Ryan Wynott appear as in 2009-2010 and 2011?,553
21210,Which years did Sato win the Asian Games?,5
7920,What was the percentage of decrease of GFG's adjusted EBITDA margin from 2016 to 2017?,2
2236,How many matches did Nathan Jones play for Yeovil Town?,71
21314,Which candidate won and by what majority of votes against the Liberal Democrats in the 2005 General election preceding the 2008 Henley by-election?,32
9124,In what decade was Robert Urich most prolific?,522
12605,What were the first singles released by Loretta Lynn in 1968 and 1969 respectively?,5
21312,"Which relay event did Lorraine Hanson perform in during the 1991 World Championships, and what was her team's record?",1
21585,Which 1998 South Korean film did Lee Jeong-hyang direct and who starred in it?,38
10550,At what frequencies does KPCW broadcast in Coalville and in Heber?,1
8383,"What television shows did Erick Elías star in 2004, 2005, and 2007?",898
13129,What did Pietri achieve to become the coach in US women's basketball?,3
7818,What operational units took Avro Lancasters until June 1945?,1
21370,"How many votes did Hanafi Mamat and Hanifa Ahmad each earn in the 2005 Pengkalan Pasir by-election, and what was Hanafi's winning margin of votes?",1
21391,When did Maciel Luiz Franco play in the Korean K-League and for which club did he play?,1
1588,When and where was CWFC: Quest 2 held?,1
2195,What did Dietmar Haaf achieve at the 1990 European Championships?,8
2015,What events did Miranda appear in Mexico City in 1995?,415
1650,What happened to Lee Jong-hwa after 6 seasons in the Hyundai Horang-i club?,1
640,When and where did Shooto: Gig Tokyo 2  hold?,6
21212,What NAACP image nominations did Tower Heist receive in 2012?,1
14390,What percentage of votes did each candidate receive?,160
20740,In 2008–09 how did Frese perform as coach at the Maryland Terrapins?,7
11380,Which films did Deborah Rennard appear in 1986 and 1990?,5
9580,Who were the last two finishers in the 2000 Summer Olympics Mens 100 metre freestyle?,204
8394,How many constituencies did The Cannabis Is Safer Than Alcohol party contest and which constituency had the largest share of votes and how many first-preference votes did that constituency get?,69
556,What happened in the end to the Pindos ship?,1
1606,Did Dafne Fernández play any roles for more than one year in a row?,85
12606,How did Yulimar Rojas perform at the 2014 World Junior Championships?,22
20891,Who was the MP in Lewisham East from 1983 through 1922?,1
9071,What were the recordings released on New Moon Records and when were they released?,1
2569,How did Geoff Morris do under league in the Walsall club?,2
9839,"What were the circumstances of the attacks by U-558 on February 24, 1942?",4
9529,How did Nigel Bond do in the World Snooker Championship and the British Open?,44
1730,How prolific was David Harbour between 2013 and 2015?,990
9239,How long was a Communist Party of India (Marxist) candidate a Member of Legislative Assembly?,133
21556,"How many total goals and appearances did Stuart Shaw rack up with Southport, and when did he play for the club?",1
8021,What awards did Hadouken! win in the 2000s.,1
21339,Which of Stir's singles charted in 2000 and what album were they from?,3
15144,What awards did Tom win or get nominated for between 2008-2013?,68
7774,What are the three most populated cities in Bavaria in 2015?,1
17646,How did Nandini Devi do in the 2014 election?,1
12580,How did Ogilvie perform both at the 1991 Pan American Games and the 1994 Francophone Games in Paris?,31
1462,Did the SM UB-45 sink any Russian vessels?,1
1700,What roles did Ungalaaq play in TV films?,12
21412,When and where was Dancing in the Rain released as a digital download?,18
1474,What roles in what films did Susan Lucci play in 1986?,301
12066,"Who starred as Maggy Plornish in Little Dorrit, and when was the film released?",451
14204,When and in what miniseries did Sean Young portray Isadora Duncan?,1170
8492,What network has Sumona Chakravarti appeared in the most shows for and over what years did she appear in those shows?,38
9104,Were many of the applicants admitted to Grinnell?,1
20868,Which singles released by Rick Price in 1992 received certifications?,12
8443,What was Socratis Otto's longest television role?,46
10104,"After Pieter van den Hoogenband, who else made the podium in the Men's 200 metre freestyle and what were their times?",459
21181,When was Monchy & Alexandra's Confesiones released and what top-ten singles did it produce?,1
10760,What roles did O'Donnell play in 1951?,104
13784,Which clubs and leagues did Kohei Usui join in or before 2000?,14
20969,How did Dailín Belmonte place in the 2005 ALBA Games?,3
12654,What event did Tessa van Schagen compete at in the 2016 European Championships in Amsterdam and what medal did she win?,30
1646,Are any stations in the Hanawa Line located in Morioka?,4
2266,What's the result of the 1938 Bridgwater by-election?,384
21383,When and with which club and league did Yoshinori Doi begin his club career?,11
7,What Hindi films did Hemanth Ravan appear in?,28
21002,"When did Corona release ""The Rhythm of the Night"" and ""Baby Baby?""",1
9646,When was the Los Angeles Open held at Rancho Park Golf Course?,1
343,What movie did Maria appear in 2009?,416
21587,"Which candidates were Fauntroy's top two competitors in the 1978 United States House of Representatives election in D.C. and what percentage of the vote did they earn, respectively?",2
7784,"What categories was Daniel Abraham's book ""Flat Diane"" presented in for it's awards in 2005 and 2006?",3
299,What awards did Elena Baravilala win in 2014?,46
594,What roles did Ann Harada appear in The Muny in 2016?,18
8978,How many ships did German submarine U-659 damage or sink?,14
16973,"What was the first competition, year, and venue that Gurbulak played with the national team?",31
444,Who finished first in the Women's 100 meter freestyle S9 and what is the time?,37
1352,Who won the Miles Franklin Award for what?,76
632,Which role did Sakis Rouvas play in his first cinematographic works?,4
737,What did Adnan Khan act in Zee TV's Ishq Subhan Allah?,1
1831,What clubs did Peter Pekarík play for?,14
1344,What did Staite play in 2005?,508
1684,Was Pál Losonczi chairman of the Presidential Council after 1987?,1
16766,What were Lou Hirsch's acting credits in 1983 and 1988?,10
10424,What ratings did the first and best episodes of Koinaka receive?,1
1421,What roles did Yvonne Strahovski play from 2007 to 2014?,866
1919,How did Mauricio Ortega perform in the 2013 South American junior championship?,1
21439,"Which candidates ran in the 1940 United States presidential election in Nevada, and what percentage of the vote did each candidate earn?",15
14918,How did the Gabonese Democratic Party fare in the 2018 election?,1
10444,What films was Molly Ringwald in between 1992 and 1994?,2051
2209,What percentages of votes did each candidate win in the election?,53
11235,What two athletes closed out the field and what were their times?,69
8293,How many times was Lizette Etsebeth a African champion and in which year did she get the titles?,25
8351,"How many albums did John S. Hall and King Missle release on Shimmy Disc label, what are they and what year did they release?",1
1852,When's the last time that Germaine Mason winning a gold medal?,436
9910,What television roles did Lily James play between 2010 and 2015?,121
10540,When was A Tear and a Smile released in the United Kingdom and the United States?,63
12048,"Who won the 1902 Bulgarian parliamentary election, and how many seats did they earn out of the overall total?",1
14808,"Where has ""Vogue"" sold the most digital units, and how many has it sold there?",231
9252,In which city does CHIM-FM Info Radio require the most power?,1
735,What is the population of Kupwara district?,1
1635,What awards did Project Gutenberg win at the 38th Hong Kong Film Awards?,1
9635,Who was the first senator from Texas in the 85th US Congress?,3
9925,In what films did Josh Hutcherson play Sean Anderson?,322
9348,What roles did Michelle Ryan have in 2008 and 2009?,112
12215,What was Hatta Archer's time for the 3000 metre steeplechase in 2010 and where did the event take place?,244
21641,Which Liberal candidate lost in the election and by how many votes did they lose?,1
12553,"In what year did Gabriel Tiacoh earn first place in two 400 meters races, and what were the competitions?",3
21344,When and for which club did Toshiaki Haji first play in the Japanese Football League?,11
12524,Who won the 1991 Munich Marathon and the 1994 San Francisco Marathon?,9
9307,What awards did Douglas Clegg win in 1999?,1
12093,How well received and awarded was Zimmer’s role in Unreal?,1
14903,What were the top two candidates and their results in Delaware's 10th state senate district special election?,115
1590,How many BAFTA TV Awards for Best Actress has Geraldine James been nominated for and for what shows was she nominated?,3
8008,"In 2008, what film characters did Paula Patton portray?",342
12616,Who was the presenter on Epic Win on BBC One in 2011?,11
7714,In which Star Wars video games did Olivia Hussey voice only one role?,1
20843,When was the Asian racial makeup the highest?,1
805,Who did Lotte Friis beat in order to win bronze in the 800m freestyle at the 2008 Summer Olympics?,530
10233,Which films between 1999 and 2005 did Taylor play?,5
21677,What awards did Muling Umawit win at the Metro Manila Film Festival?,1
10659,What three-axle double deck buses are in Sydney?,64
12507,How successful was Merve Aydin in the 2011 Summer Universiade in Shenzhen China?,1
21577,"How many years did Dennis Butler spent six years with Rochdale, how many games did he play, how many goals did he score?",3
8566,What was the history of the Kamarhati seat up to 1972?,2
8543,What occurred when Shoujocon was founded?,60
8480,Did Tristan Sturrock reprise any of his roles for multiple projects?,1028
21133,"When did Alphabeat release their single, ""Good Thing""?",7
721,What did Ryan play in 2007?What did Ryan play in 2007?,1224
21508,What place did Teddy Tamgho earn in the 2010 European Championships and what was his personal record?,15
13121,What record did Joe Gardi compile during his seasons at Hofstra University?,1
9691,Did Gloria Lynne Henry ever repeat a role?,96
12764,What was happening People in Planes in 2008?,2446
8148,In which individual freestyle events did Andrea Murez set Maccabiah Games records?,1
21667,What is the relay channel for WYTU?,18
20967,how many days and kilometers did the 1959 Giro d'Italia race cover?,26
1580,What events did Kylie Masse set records in at the World Championships in Budapest?,1
8446,Who won medals in the men's 50 metre freestyle at the 2008 FINA World Swimming Championships?,352
8179,For which 2016 movie did Arvind Swami reprised the same role as in Thani Oruvan?,407
21430,Which event did Leonid Andreev compete in at the 2008 Olympic Games and what was the result in meters?,912
20817,"What position did The Babys' second album, Broken Heart take in the Billboard Hot 100 Chart and what year was it released?",22
9336,How did France do in the 2012 Summer Olympics Women's 200 metre freestyle?,80
1905,What's Justyna Kasprzycka's best record in 2014?,43
21599,"Which singles did Tionne Watkins release as a lead artist, and when were the songs released?",220
20842,"Who was Leslie Bibb cast as in Sex and Death 101, and was the movie direct-to-video?",242
8322,In which films did Michelle Meyrink appear as Judy in 1984 and as Jordan Cochran in the 1985?,116
1321,How did Nayeem start his film career?,31
21369,"What are KCLO's digital channels and which programming is shown on each channel, respectively?",8
12585,What is the Tana Church?,18
9046,How close was Evgeny Rylov to winning the silver at the 2016 Summer Olympics in swimming – Men's 200 metre backstroke?,27
10696,What ships did the U-504 attack in October 1942?,38
837,Which movies is Janani Iyer filming?,3
21596,"Which Goya Awards has Verónica Echegui been nominated for and what were the nominated works, respectively?",3
20723,Who played Leonardo in the Teenage Mutant Ninja Turtles: Out of the Shadows movie?,3
11436,For what two roles did Elizabeth Montgomery receive her first two Emmy nominations?,800
21674,Which team did Tony Ricciardello represent in his second appearance at the V8 Supercar Championship Series?,1
1807,What films did Jai Courtney appear in 2014?,76
730,What does a Roman hoard from the late 3rd century contain?,1
510,Which country did Get Ready! peak and what did it win?,15
1602,What films did Stephanie Beatriz appear in during 2016?,1
21416,What year was Joyce Coad in The Scarlet Letter and what role did she play?,1
9225,Where did Port Vale F. C. transfer players in August 1978?,2
17675,What role did Leah Gibson play in Rise of the Planet of the Apes?,47
21122,What two races did Pavel Loskutov place second in in 2002?,206
21064,What Portal Awards did Maisie Williams win in 2012?,136
21264,"Which event did Tudorita Chidu compete in during the 1990 European Championships, and what was her time?",1
411,What is the event Pancrase: Impressive Tour 3?,1
656,What is Hulchul?,725
1451,In what movie in what year did Shabareesh Varma appear as Shambu?,34
10680,What were Lee Viau's and Tony Mullane' s records?,1
12519,How well did Jan Kudlička do in the 2012 Olympics?,30
21318,Who won the 1986 Colorado gubernatorial election and what percent of the vote did they get?,86
12051,What were Isha Talwar's two releases in 2013 and what languages were they in?,78
9603,Was Jonathan Edwards loaned anywhere new in the 2017-2018 season?,1
21527,"Which players came in third and fourth during the final round of the 2004 U.S. Open, and what were their respective scores?",67
20899,How many games did Jens Jeremies appear in during his 12 seasons and how many times did he score?,81
11471,What was Holden's move in his race in 1998?,66
2263,What songs did MNDR release in 2012?,20
14119,"Whom did Ray Santiago play in the Girlfight (2000), Endless Bummer (2009) and  Suburdan Gothic (2014) films?",100
21513,"In the 2010-11 season, which club and in what division did Matt McKay play for?",176
1641,Did any candidates receive more votes than the Labour party candidate?,145
834,Which movie roles did Rafe Spall play in 2018?,552
21117,"Which character did Rory Kinnear play in the film ""The Imitation Game"" in 2014?",211
2225,What films did Rita Simons show up before 2005? What did she play?,910
9878,Has Rachel Potter been a back-up for any shows?,81
20836,"In Brenda Taylor's hurdles career, what competition did she finish 5th place in, and what was her finishing time?",18
377,What did Steward do in 2016?,1008
8144,Which roles and which year did George Finn play in LOL and Time Lapse?,645
10105,"When was ""Cats"" the longest-running Broadway show and which show surpassed it?",16
16523,When was the digital download and CD single of A chance to Love released?,20
17624,What was the result in the 1975 Iranian legislative election for the Majlis seat?,21
7837,How many leagues are integrated in the Apertura 2012 copa?,1
15189,Where and how many appearances did Herbet Watson make in 1935-36?,3
9303,What did Mason Ruffner put out with CD Baby?,2
21618,How many goals and appearances did Junior Morias complete representing Boreham Wood in the 2015-16 season?,1
7964,"What is the tallest building in Bradenton, Florida",1
1538,Who won the bronze medal in the 2012 Women's 100 metre breaststroke final and what was her time?,261
21395,When and in which production did Barrett Wilbert Weed first perform at the Atlantic Theatre Company?,26
11722,"Did Alexis Bledel star in any movies in 2002, and if so as whom?",170
10607,What full-length film roles did Molly Burnett have in 2013?,23
574,What are the television serials that Naresh Eswar is working on currently?,554
9527,Did Bing Crosby win any Academy Awards in the 1940s?,604
10106,"What roles did Saikat Ahamed play in 2004, 2010 and 2012?",440
11413,What roles did Jenn Proske appear in 2009 and where?,682
10487,How many flats do the keys of F and B♭ major have?,1
21268,"Where did Sharon Cherop make her marathon debut, and in which competitions did she earn her first two marathon wins?",7
14237,What were Oregon's results for the 1968 presidential election in Oregon?,29
1468,For what work did Rachel House win her first award?,17
1951,"What nominations did the TV series ""Collateral"" receive in 2019?",1
950,"In 2012, which role did Cheyenne Jackson play in Lola Versus?",659
11253,"Which number were reclassified and renumbered to 329, 330 and 331 in South African Class H2 4-8-2T?",1
8034,"What are the transition temperatures of the superconductors Bi-2201, Bi-2212 and Bi-2223?",1
14948,"Where, when, and what was Claudia Salman's first international competition and how did she perform?",185
21415,Which party was the largest in the National Council after the 1955 Swiss federal election?,1
20912,What was Alison Wonderland nominated for in the year 2015 ARIA Awards?,6
21273,Which awards did Jin Goo win in the category of Best Supporting Actor in 2009?,153
21560,"Which clubs and divisions did Roy Pritchard play for in the 1953-4 and 1958-9 seasons, respectively?",6
15458,"How did Paul Flynn do in the 2019 Newport West by-election compared to Angela Jones-Evans, and what was the margin of victory?",1
20993,What character did Tom Burke play in Third Star?,38
21259,"Which show did Dermot O'Leary present on Channel 4 in 2014, and how many episodes did he present?",8
21374,How did Mark Durkan perform in the 2015 Foyle election in terms of overall percentage of votes and total vote majority?,51
14137,Which leagues did Khan compete in from 2013 to 2016?,7
8092,How deadly was Erich Würdemann?,51
409,What has Liza Snyder played as the main role in the film in her career?,410
1803,How did Nana Djimou do at the 2012 Olympics?,343
12210,How long did Statham play for the club and how did he perform?,353
21456,When and at which competition did Viktoriya Sudarushkina last compete?,285
21028,How much of Phil Sproson's career was spent at Port Vale and how many of his goals were completed while playing for the club?,1
21540,What year and in which film did Jessica Pimentel first play the character Angelique Domenguez?,283
550,How does the fee signing William Mocque compare to that of Tobias Hysén?,1
1736,In what year was Jessica Hynes most active?,336
20799,What was the capacity of Giulești-Valentin Stănescu Stadium in 2011–12 Liga I?,1
15215,"What date was the The Diary of Alicia Keys released in the United States, and which record label released it?",4
11302,How powerful were the engines of Ford F-Series that was released in 2009?,3
21321,Where does the KA Commuter Line Jakarta Kota–Bogor begin and end?,1
12080,What happened to Shahrel under the PKNP club in 2016?,1
9120,How busy was David Call in 2013?,2595
9621,Did César Cielo set any records in the Men's 50 metre freestyle at the 2008 Summer Olympics?,1
9731,"In 2006, how many movies did Jaime King have a role in?",514
10075,What awards was Sea Sew nominated for?,1
9216,Has Ashley Laurence reprised any roles in sequels to films?,50
9742,How did the external debt of the Philippines change between 2009 and 2010?,1
21278,Who were the top two contenders in the 2009 Dharmasala election and what was the winning margin of votes?,73
11899,How did Ronnie Baker perform in the NCAA Division I Championships for TCU in 2015 and 2016?,1
20913,What two films did Evan Ross appear in in 2010?,11
11433,How tall were the tallest buildings in Ahmedabad?,1
2005,What songs did Dolcenera release in her album Le stelle non tremano and when were they released?,4
10313,How did Kimble perform in the game against Sri Lanka?,1
7948,Who portrayed Kylie and Baker in the 2003  film Cheaper by the Dozen and its 2005 sequel?,1
8489,When was the last time a member of the Indian National Congress won the seat in the Mal district?,161
12733,How did Ben Howland perform during his 10 year career with the Bruins?,443
10207,What are the state reptiles of South Carolina and Florida?,1
7868,What characters did David Paetkau play in So Weird and in Dexter?,357
1455,Which galaxies are merger remnant galaxies?,1
14846,"What was the opposing team, date, and final score of the 2015 SAFF Championship, and how did Chhangte perform in the game?",7
21203,Which year of the Bolivarian Games did Mauricio Ortega win a gold medal and what were his stats?,81
11942,Did Patino score more goals on average playing in the PDL or the NSL?,1
21163,What place did Marika Popowicz-Drapala finish in the 2009 European Team Championships?,64
11358,How did the Unity City Academy exam results change each year from 2014 to 2016?,1
8375,Which year did George MacKay appear in the film The Best of Men and what character did he play in Private Peaceful?,326
7792,How did GFG's revenue change from 2016 to 2017?,1
12113,Who competed in the 800 m at the 2001 World Championships and also appeared at the Commonwealth Games in 1998 and 2002?,40
1527,Who holds the record for the fastest average solve time and when was it set?,20
21362,What were Natosha Rogers personal and overall team records in the 2017 IAAF World Cross Country Championships?,1
1733,What network cast Shin Hye-sun the most frequently?,2
9107,Did Allison Stokke improve every year from 2013 to 2017?,10
1678,Did the D'Ambrosio twins appear together following Legit in 2013?,37
891,Has the Polytron Corporation won a Game of the Year title?,1
13766,What significant career achievement did Wells make in 1961 for a song and what album was that song released on?,2
21272,Who were the candidates in the 1910 Mid Glamorgan by-election and what was the majority number of votes?,108
378,What play and role did Michael Crawford play in 2004?,1651
20924,How many goals did Mancini score for Roma in Serie A during the 2007-2008 season?,4
9607,How did Imre Szabics do in the Euro 2004 qualifying?,2
646,What did the Serebro be nominated at the MTV Europe Music Awards 2010?,237
21680,What were Sileshi Sihine's events and placements at the 2005 World Championships in Helsinki?,17
1415,What is the size of the eleventh-largest island in the world in square kilometers and square miles?,1
1672,Did Maryam Zakaria star in any Telugu films in 2011?,1
495,What roles did Fuji play in 2014?,1045
8329,"What is the racial compositions of African American, White, and Asian in Cleveland?",1
2277,How many goals did Tommy Thompson make for Preston North End?,40
13120,What characters did Taylor Schilling portray in 2011 and 2012?,28
17401,"What were the first two singles released from Jhené Aiko's album Sail Out, and what year did they come out?",44
1553,How did Arsenal perform in the 1990-91 FA Cup?,12
10052,Which teams contested the 2014 ICC Europe Division Two?,37
10670,What role did Nicholle Tom play in Beethoven and Beethoven's 2nd?,503
